     0.421    -0.376
     0.225    -0.648
     0.396    -0.402
     0.218    -0.662
     0.028    -1.553
     0.576    -0.240
     0.189    -0.724
     0.543    -0.265
     0.327    -0.485
     0.147    -0.833
     0.098    -1.009
     0.041    -1.387
     0.151    -0.821
     0.193    -0.714
     1.606     0.206
     0.480    -0.319
     0.164    -0.785
     0.446    -0.351
     0.264    -0.578
     0.144    -0.842
     0.160    -0.796
     0.456    -0.341
     0.099    -1.004
     0.063    -1.201
     0.218    -0.662
     0.384    -0.416
     0.336    -0.474
     0.246    -0.609
     0.363    -0.440
     0.081    -1.092
     0.278    -0.556
     0.609    -0.215
     0.340    -0.469
     0.202    -0.695
     0.567    -0.246
     0.354    -0.451
     0.193    -0.714
     0.196    -0.708
     0.229    -0.640
     0.126    -0.900
     0.700    -0.155
     0.387    -0.412
     0.480    -0.319
     0.283    -0.548
     0.173    -0.762
     0.253    -0.597
     0.348    -0.458
     0.329    -0.483
     0.236    -0.627
     0.205    -0.688
     0.212    -0.674
     1.351     0.131
     0.423    -0.374
     0.235    -0.629
     0.133    -0.876
     0.315    -0.502
     0.124    -0.907
     0.150    -0.824
     0.268    -0.572
     0.137    -0.863
     0.381    -0.419
     0.345    -0.462
     0.228    -0.642
     0.195    -0.710
     0.161    -0.793
     0.636    -0.197
     0.172    -0.764
     0.287    -0.542
     0.403    -0.395
     0.220    -0.658
     0.172    -0.764
     0.299    -0.524
     0.184    -0.735
     0.303    -0.519
     0.294    -0.532
     0.101    -0.996
     0.065    -1.187
     0.149    -0.827
     1.188     0.075
     0.308    -0.511
     0.284    -0.547
     0.272    -0.565
     0.185    -0.733
     0.283    -0.548
     0.314    -0.503
     0.262    -0.582
     0.436    -0.361
     0.510    -0.292
     1.372     0.137
     0.078    -1.108
     0.079    -1.102
     0.331    -0.480
     0.176    -0.754
     0.121    -0.917
     0.156    -0.807
     0.156    -0.807
     0.119    -0.924
     0.380    -0.420
     0.251    -0.600
     0.568    -0.246
     0.224    -0.650
     0.239    -0.622
     0.287    -0.542
     0.378    -0.423
     0.268    -0.572
     0.177    -0.752
     0.321    -0.493
     0.228    -0.642
     0.584    -0.234
     0.175    -0.757
     0.264    -0.578
     0.151    -0.821
     0.185    -0.733
     0.227    -0.644
     0.334    -0.476
     0.156    -0.807
     0.119    -0.924
     0.380    -0.420
     0.251    -0.600
     0.670    -0.174
     0.892    -0.050
     1.211     0.083
     0.386    -0.413
     0.571    -0.243
     0.358    -0.446
     0.503    -0.298
     0.169    -0.772
     0.468    -0.330
     0.148    -0.830
     0.332    -0.479
     0.261    -0.583
     0.211    -0.676
     0.342    -0.466
     0.292    -0.535
     0.460    -0.337
     0.315    -0.502
     0.180    -0.745
     0.082    -1.086
     0.220    -0.658
     0.259    -0.587
     0.917    -0.038
     0.324    -0.489
     0.258    -0.588
     0.198    -0.703
     1.768     0.247
     0.310    -0.509
     0.376    -0.425
     0.936    -0.029
     0.194    -0.712
     0.346    -0.461
     0.317    -0.499
     0.182    -0.740
     0.309    -0.510
     0.397    -0.401
     0.354    -0.451
     0.237    -0.625
     0.185    -0.733
     0.438    -0.359
     0.126    -0.900
     0.407    -0.390
     0.494    -0.306
     0.209    -0.680
     0.277    -0.558
     0.497    -0.304
     0.175    -0.757
     0.377    -0.424
     0.390    -0.409
     0.172    -0.764
     0.198    -0.703
     0.160    -0.796
     0.370    -0.432
     0.596    -0.225
     0.112    -0.951
     0.981    -0.008
     0.121    -0.917
     0.173    -0.762
     0.402    -0.396
     0.196    -0.708
