 3.05 0.55 11
 5.25 0.30 14
 9.33 0.65 12
 3.85 1.20 17
 5.65 1.25 17
 7.25 1.05 16
 0.10 1.90 34
 2.30 2.25 27
 3.85 2.45 24
 4.52 2.40 25
 6.55 2.45 24
 7.85 2.52 21
 8.90 2.52 16
10.55 2.70 17
 2.15 3.17 27
 3.40 3.67 25
 0.00 4.20  9
 2.55 4.30 28
 4.97 4.35 27
 7.70 4.02 19
 6.80 5.45 23
10.80 5.05 29
 3.47 5.95 28
 7.75 6.45 18
 9.50 6.55 22
 0.95 7.00  7
 2.70 6.90 16
 5.88 6.80 22
 3.10 8.10 17
 5.62 8.30 18
 9.05 7.85 19
