   1.9530046e+03   5.7088000e+03  -1.1512386e+05
   1.9531026e+03   3.0052000e+03  -9.8263319e+04
   1.9532984e+03   1.0404600e+04  -6.8197536e+04
   1.9535160e+03   7.2741000e+03  -4.0154877e+04
   1.9537772e+03  -4.6656400e+04  -1.3334872e+04
   1.9538479e+03  -6.7574000e+04  -7.2619921e+03
   1.9540601e+03  -8.3795900e+04   8.1344390e+03
   1.9543594e+03  -6.6008800e+04   2.3235682e+04
   1.9544736e+03  -8.8634000e+04   2.7146940e+04
   1.9546858e+03  -8.9914600e+04   3.1952752e+04
   1.9548436e+03  -7.9527000e+04   3.3617911e+04
   1.9551918e+03  -7.5400400e+04   3.2228915e+04
   1.9553169e+03  -6.8570100e+04   3.0223040e+04
   1.9554584e+03  -6.4016600e+04   2.7112062e+04
   1.9555672e+03  -2.6877200e+04   2.4158715e+04
   1.9557413e+03  -2.0900700e+04   1.8516360e+04
   1.9558120e+03   2.0365400e+04   1.5929062e+04
   1.9559426e+03   3.7014100e+04   1.0747384e+04
   1.9560569e+03   4.2990600e+04   5.8190492e+03
   1.9562092e+03   4.1709900e+04  -1.2592779e+03
   1.9562690e+03   3.2602900e+04  -4.1823574e+03
   1.9563071e+03   1.8800100e+04  -6.0807711e+03
   1.9563126e+03   7.2741000e+03  -6.3543241e+03
   1.9563942e+03  -3.2559000e+03  -1.0524178e+04
   1.9565356e+03  -7.2402000e+03  -1.8022639e+04
   1.9565955e+03  -2.0046900e+04  -2.1286251e+04
   1.9566009e+03  -1.4070400e+04  -2.1585398e+04
   1.9566934e+03  -1.2540000e+02  -2.6727894e+04
   1.9568131e+03   1.8373200e+04  -3.3525099e+04
   1.9570199e+03   3.0610800e+04  -4.5553183e+04
   1.9571124e+03   3.6871800e+04  -5.1016402e+04
   1.9571504e+03   1.6096500e+04  -5.3275786e+04
   1.9572157e+03  -4.0990000e+02  -5.7158532e+04
   1.9574388e+03  -4.3525900e+04  -7.0457979e+04
   1.9575041e+03  -6.8285500e+04  -7.4342544e+04
   1.9575966e+03  -8.5076500e+04  -7.9825424e+04
   1.9576564e+03  -9.3756600e+04  -8.3355661e+04
   1.9577544e+03  -8.9487700e+04  -8.9093502e+04
   1.9578577e+03  -9.4752700e+04  -9.5085464e+04
   1.9579611e+03  -9.0910700e+04  -1.0099657e+05
   1.9579937e+03  -8.1803700e+04  -1.0284418e+05
   1.9581134e+03  -8.1234500e+04  -1.0953113e+05
   1.9583419e+03  -7.0562300e+04  -1.2185567e+05
   1.9583964e+03  -6.0032300e+04  -1.2469331e+05
   1.9585269e+03  -4.6656400e+04  -1.3133457e+05
   1.9586412e+03  -4.1960600e+04  -1.3693634e+05
   1.9587881e+03  -5.4482700e+04  -1.4382879e+05
   1.9588806e+03  -6.6151100e+04  -1.4797851e+05
   1.9589513e+03  -7.6254100e+04  -1.5104801e+05
   1.9590492e+03  -8.7495600e+04  -1.5514414e+05
   1.9590492e+03  -9.7029500e+04  -1.5514414e+05
   1.9590873e+03  -1.0770200e+05  -1.5668751e+05
   1.9590928e+03  -1.1353600e+05  -1.5690570e+05
   1.9592886e+03  -1.0058700e+05  -1.6436611e+05
   1.9595063e+03  -9.2333700e+04  -1.7171847e+05
   1.9595498e+03  -9.0341500e+04  -1.7306581e+05
   1.9595824e+03  -9.5179600e+04  -1.7404880e+05
   1.9595879e+03  -1.0400200e+05  -1.7421030e+05
   1.9596586e+03  -1.1097500e+05  -1.7624962e+05
   1.9597293e+03  -1.1894300e+05  -1.7817565e+05
   1.9597293e+03  -1.3872200e+05  -1.7817565e+05
   1.9598327e+03  -1.7216200e+05  -1.8078378e+05
   1.9600775e+03  -2.1243200e+05  -1.8596030e+05
   1.9602734e+03  -2.5398300e+05  -1.8906551e+05
   1.9604747e+03  -2.8827600e+05  -1.9127854e+05
   1.9606107e+03  -3.0051400e+05  -1.9220636e+05
   1.9607739e+03  -3.0065600e+05  -1.9271226e+05
   1.9609045e+03  -3.4263400e+05  -1.9263906e+05
   1.9610297e+03  -3.4434100e+05  -1.9217068e+05
   1.9611711e+03  -3.5387500e+05  -1.9117354e+05
   1.9613235e+03  -3.4405700e+05  -1.8954805e+05
   1.9615030e+03  -3.4135300e+05  -1.8690518e+05
   1.9615900e+03  -3.1744700e+05  -1.8534380e+05
   1.9617914e+03  -2.9026800e+05  -1.8104376e+05
   1.9619219e+03  -2.8030800e+05  -1.7774848e+05
   1.9620416e+03  -2.7703500e+05  -1.7438523e+05
   1.9620852e+03  -2.7120100e+05  -1.7308219e+05
   1.9621559e+03  -2.7177000e+05  -1.7087493e+05
   1.9623844e+03  -2.3263800e+05  -1.6299930e+05
   1.9625258e+03  -2.3093100e+05  -1.5757069e+05
   1.9626238e+03  -2.1157800e+05  -1.5357303e+05
   1.9627707e+03  -2.0745200e+05  -1.4722079e+05
   1.9631679e+03  -1.5750600e+05  -1.2803242e+05
   1.9632930e+03  -1.6846200e+05  -1.2141927e+05
   1.9636847e+03  -9.0483800e+04  -9.9149441e+04
   1.9638534e+03  -9.4752700e+04  -8.8900242e+04
   1.9640003e+03  -9.3045200e+04  -7.9686997e+04
   1.9642451e+03  -1.0229400e+05  -6.3802879e+04
   1.9644247e+03  -8.8064800e+04  -5.1787901e+04
   1.9644845e+03  -5.8467000e+04  -4.7722686e+04
   1.9646749e+03  -2.3604300e+04  -3.4613340e+04
   1.9647783e+03   3.0183900e+04  -2.7399599e+04
   1.9648490e+03   3.7725600e+04  -2.2430271e+04
   1.9649850e+03   4.1283000e+04  -1.2808523e+04
   1.9651972e+03   8.6818000e+04   2.3319728e+03
   1.9653169e+03   9.6636500e+04   1.0918277e+04
   1.9655074e+03   1.0375100e+05   2.4604847e+04
   1.9656053e+03   9.8201700e+04   3.1640874e+04
   1.9657467e+03   1.1143500e+05   4.1781105e+04
   1.9658936e+03   1.4316800e+05   5.2260854e+04
