     0.198    -0.703
     0.283    -0.548
     0.047    -1.328
     0.260    -0.585
     0.278    -0.556
     0.284    -0.547
     0.129    -0.889
     0.410    -0.387
     0.173    -0.762
     0.215    -0.668
     0.097    -1.013
     0.911    -0.040
     0.376    -0.425
     0.530    -0.276
     0.093    -1.032
     0.178    -0.750
     1.956     0.291
     0.247    -0.607
     0.174    -0.759
     0.365    -0.438
     0.186    -0.730
     0.174    -0.759
     0.438    -0.359
     0.137    -0.863
     0.473    -0.325
     0.132    -0.879
     0.209    -0.680
     0.333    -0.478
     0.127    -0.896
     0.101    -0.996
     1.748     0.243
     0.312    -0.506
     0.107    -0.971
     0.205    -0.688
     0.499    -0.302
     0.497    -0.304
     0.215    -0.668
     0.468    -0.330
     1.822     0.261
     1.140     0.057
     0.292    -0.535
     0.067    -1.174
     0.326    -0.487
     0.125    -0.903
     0.106    -0.975
     0.427    -0.370
     0.059    -1.229
     0.173    -0.762
     0.229    -0.640
     0.307    -0.513
     0.229    -0.640
     0.186    -0.730
     0.122    -0.914
     0.143    -0.845
     0.224    -0.650
     0.192    -0.717
     0.260    -0.585
     0.277    -0.558
     0.172    -0.764
     0.180    -0.745
     0.165    -0.783
     0.207    -0.684
     0.107    -0.971
     0.150    -0.824
     0.309    -0.510
     0.285    -0.545
     0.105    -0.979
     0.061    -1.215
     0.186    -0.730
     0.154    -0.812
     0.154    -0.812
     0.365    -0.438
     0.205    -0.688
     0.297    -0.527
     0.225    -0.648
     0.352    -0.453
     0.252    -0.599
     0.340    -0.469
     0.415    -0.382
     0.346    -0.461
     0.273    -0.564
     0.166    -0.780
     0.246    -0.609
     0.098    -1.009
     0.365    -0.438
     0.422    -0.375
     0.345    -0.462
     0.369    -0.433
     0.396    -0.402
     0.433    -0.364
     0.486    -0.313
     0.275    -0.561
     0.370    -0.432
     0.150    -0.824
     0.261    -0.583
     0.243    -0.614
     0.378    -0.423
     0.262    -0.582
     0.093    -1.032
     0.193    -0.714
     0.268    -0.572
     0.296    -0.529
     0.596    -0.225
     0.291    -0.536
     0.414    -0.383
     0.165    -0.783
     0.123    -0.910
     0.270    -0.569
     0.106    -0.975
     0.134    -0.873
     0.425    -0.372
     1.209     0.082
     0.534    -0.272
     0.292    -0.535
     0.310    -0.509
     0.088    -1.056
     0.194    -0.712
     0.226    -0.646
     0.206    -0.686
     0.491    -0.309
     0.228    -0.642
     0.610    -0.215
     0.201    -0.697
     0.096    -1.018
     0.146    -0.836
     0.144    -0.842
     0.186    -0.730
     0.147    -0.833
     0.222    -0.654
     0.273    -0.564
