     0.216    -0.666
     0.284    -0.547
     0.244    -0.613
     0.292    -0.535
     0.093    -1.032
     0.201    -0.697
     0.221    -0.656
     0.152    -0.818
     0.036    -1.444
     0.070    -1.155
     0.199    -0.701
     0.287    -0.542
     0.853    -0.069
     0.193    -0.714
     0.089    -1.051
     0.273    -0.564
     0.358    -0.446
     0.232    -0.635
     0.252    -0.599
     0.066    -1.180
     0.149    -0.827
     0.170    -0.770
     0.308    -0.511
     0.154    -0.812
     0.309    -0.510
     0.402    -0.396
     0.219    -0.660
     0.226    -0.646
     0.307    -0.513
     0.188    -0.726
     0.255    -0.593
     0.082    -1.086
     0.275    -0.561
     0.187    -0.728
     0.218    -0.662
     0.688    -0.162
     0.513    -0.290
     0.206    -0.686
     0.053    -1.276
     0.516    -0.287
     0.130    -0.886
     0.158    -0.801
     0.218    -0.662
     0.139    -0.857
     0.214    -0.670
     0.326    -0.487
     0.314    -0.503
     0.205    -0.688
     0.425    -0.372
     0.183    -0.738
     0.314    -0.503
     0.164    -0.785
     0.288    -0.541
     0.187    -0.728
     0.145    -0.839
     0.132    -0.879
     0.256    -0.592
     0.347    -0.460
     0.175    -0.757
     0.080    -1.097
     1.794     0.254
     3.077     0.488
     1.256     0.099
     0.222    -0.654
     0.108    -0.967
     0.125    -0.903
     0.100    -1.000
     0.203    -0.693
     0.261    -0.583
     0.517    -0.287
     0.333    -0.478
     0.483    -0.316
     0.294    -0.532
     0.103    -0.987
     0.246    -0.609
     0.256    -0.592
     0.401    -0.397
     0.194    -0.712
     1.045     0.019
     0.179    -0.747
     0.141    -0.851
     0.814    -0.089
     0.204    -0.690
     0.230    -0.638
     0.535    -0.272
     0.155    -0.810
     0.344    -0.463
     0.837    -0.077
     0.420    -0.377
     0.255    -0.593
     0.223    -0.652
     0.149    -0.827
     0.433    -0.364
     0.347    -0.460
     0.153    -0.815
     0.236    -0.627
     0.140    -0.854
     0.176    -0.754
     0.065    -1.187
     0.131    -0.883
     0.090    -1.046
     0.144    -0.842
     0.533    -0.273
     0.153    -0.815
     0.236    -0.627
     0.337    -0.472
     0.512    -0.291
     0.225    -0.648
     0.578    -0.238
     0.355    -0.450
     1.375     0.138
     0.140    -0.854
     0.715    -0.146
     0.510    -0.292
     0.314    -0.503
     0.309    -0.510
     0.313    -0.504
     0.304    -0.517
     0.164    -0.785
     0.281    -0.551
     0.125    -0.903
     0.141    -0.851
     0.183    -0.738
     0.120    -0.921
     0.471    -0.327
     0.219    -0.660
     0.210    -0.678
     0.389    -0.410
     0.469    -0.329
     0.386    -0.413
     0.406    -0.391
     0.170    -0.770
     0.195    -0.710
     0.194    -0.712
     0.279    -0.554
     0.771    -0.113
     0.284    -0.547
     0.544    -0.264
     0.161    -0.793
     0.183    -0.738
     0.091    -1.041
     0.276    -0.559
     0.239    -0.622
     0.347    -0.460
     0.938    -0.028
     0.409    -0.388
     0.176    -0.754
